Name,ID,Status,State,Farm,Date of colleciton,RectaTemp,16S copies,copy_log,copies,pre_abs,Bacteria,quality
Beef 128,Beef128,Healthy,CO,Five Rivers,4/9/21,102.1,942990666.6,2.278753601,190,0,P.multocida,Clean
Beef 129,Beef129,BRD,CO,Five Rivers,4/9/21,102.6,281863098.7,6.701238224,5026182.161,1,P.multocida,Clean
Beef 13,Beef13,Healthy,TX,Cactus,3/10/21,101.9,230,2.278753601,190,0,P.multocida,Clean
Beef 130,Beef130,BRD,CO,Five Rivers,4/9/21,104,443703812.4,4.558644241,36194.63828,1,P.multocida,Clean
Beef 131,Beef131,Healthy,CO,Five Rivers,4/9/21,101.8,1063914059,3.312261545,2052.397821,1,P.multocida,Clean
Beef 132,Beef132,Healthy,CO,Five Rivers,4/9/21,103.6,410562001,2.278753601,190,0,P.multocida,Clean
Beef 133,Beef133,Healthy,CO,Five Rivers,4/9/21,,753883094.2,3.329550797,2135.751879,1,P.multocida,Clean
Beef 134,Beef134,Healthy,CO,Five Rivers,4/9/21,102.9,372828579,2.278753601,190,0,P.multocida,Clean
Beef 135,Beef135,Healthy,CO,Five Rivers,4/9/21,103.5,236582558.8,4.795947037,62509.64569,1,P.multocida,Clean
Beef 136,Beef136,BRD,CO,Five Rivers,4/9/21,105.3,609587059.5,2.278753601,190,0,P.multocida,Clean
Beef 137,Beef137,Healthy,CO,Five Rivers,4/9/21,102.2,1112212073,4.832738192,68035.90909,1,P.multocida,Clean
Beef 138,Beef138,BRD,CO,Five Rivers,4/9/21,105.6,2334035438,2.278753601,190,0,P.multocida,Clean
Beef 139,Beef139,Healthy,CO,Five Rivers,4/9/21,103.3,258379920.4,3.547911915,3531.115431,1,P.multocida,Clean
Beef 14,Beef14,BRD,TX,Cactus,3/8/21,105,230,2.278753601,190,0,P.multocida,Clean
Beef 140,Beef140,Healthy,CO,Five Rivers,4/9/21,102.2,251810823.1,3.540910762,3474.647575,1,P.multocida,Clean
Beef 141,Beef141,BRD,CO,Five Rivers,4/9/21,103.6,1104988471,5.868002958,737909.2555,1,P.multocida,Clean
Beef 142,Beef142,BRD,CO,Five Rivers,4/9/21,104.2,88880002.81,2.278753601,190,0,P.multocida,Clean
Beef 144,Beef144,BRD,CO,Five Rivers,4/9/21,104.1,833923168.4,3.413329233,2590.175748,1,P.multocida,Clean
Beef 145,Beef145,Healthy,CO,Five Rivers,4/9/21,102.6,278060454.7,2.278753601,190,0,P.multocida,Clean
Beef 146,Beef146,Healthy,CO,Five Rivers,4/9/21,103.6,103191994.2,2.278753601,190,0,P.multocida,Clean
Beef 147,Beef147,BRD,CO,Five Rivers,4/9/21,102.6,1270766339,6.276978469,1892249.805,1,P.multocida,Clean
Beef 148,Beef148,Healthy,CO,Five Rivers,4/9/21,104.7,323953842.3,3.35669164,2273.482626,1,P.multocida,Clean
Beef 149,Beef149,BRD,CO,Five Rivers,4/9/21,103.5,218228195.5,3.572545119,3737.189491,1,P.multocida,Clean
Beef 15,Beef15,Healthy,TX,Cactus,3/10/21,102.2,1428446133,3.350804381,2242.871443,1,P.multocida,Clean
Beef 150,Beef150,BRD,CO,Five Rivers,4/9/21,103.6,320414688.7,2.278753601,190,0,P.multocida,Clean
Beef 151,Beef151,BRD,CO,Five Rivers,4/9/21,105.4,21559674614,6.135585254,1366423.285,1,P.multocida,Clean
Beef 152,Beef152,BRD,CO,Five Rivers,4/9/21,107.1,90620169.2,3.36337658,2308.748254,1,P.multocida,Clean
Beef 153,Beef153,BRD,CO,Five Rivers,4/9/21,102.2,1283392024,4.080335597,12031.93832,1,P.multocida,Clean
Beef 154,Beef154,Healthy,CO,Five Rivers,4/9/21,102.6,2234629774,3.576695337,3773.074118,1,P.multocida,Clean
Beef 155,Beef155,Healthy,TX,Cactus,4/7/21,102.5,1828644507,5.267509773,185144.0556,1,P.multocida,Clean
Beef 156,Beef156,BRD,TX,Cactus,4/7/21,104.5,485096976.7,4.070720487,11768.48308,1,P.multocida,Clean
Beef 159,Beef159,Healthy,TX,Cactus,4/15/21,101.6,230,2.278753601,190,0,P.multocida,Clean
Beef 16,Beef16,Healthy,TX,Cactus,3/11/21,102.1,161766.89,5.661879145,459070.2459,1,P.multocida,Clean
Beef 160,Beef160,BRD,TX,Cactus,4/13/21,104.2,1014321244,3.175175639,1496.84089,1,P.multocida,Clean
Beef 161,Beef161,BRD,TX,Cactus,4/14/21,104.7,857593825.7,5.012805698,102992.5232,1,P.multocida,Clean
Beef 163,Beef163,BRD,TX,Cactus,4/13/21,105.2,5184214.69,3.432147034,2704.873969,1,P.multocida,Clean
Beef 164,Beef164,BRD,TX,Cactus,4/14/21,104,230,2.278753601,190,0,P.multocida,Clean
Beef 165,Beef165,Healthy,TX,Cactus,4/13/21,101.7,54894641.82,3.848081962,7048.260742,1,P.multocida,Clean
Beef 166,Beef166,BRD,TX,Cactus,4/14/21,104.2,16896187.63,3.76267191,5789.911298,1,P.multocida,Clean
Beef 167,Beef167,Healthy,TX,Cactus,4/14/21,101.5,25510440.96,3.267062572,1849.535075,1,P.multocida,Clean
Beef 168,Beef168,Healthy,TX,Cactus,4/14/21,102.3,3720886.29,3.536113921,3436.480797,1,P.multocida,Clean
Beef 169,Beef169,Healthy,TX,Cactus,4/13/21,102.5,6643490.16,2.278753601,190,0,P.multocida,Clean
Beef 17,Beef17,Healthy,TX,Cactus,3/8/21,103.8,230,2.278753601,190,0,P.multocida,Clean
Beef 170,Beef170,BRD,TX,Cactus,4/13/21,105.5,3068387.1,2.278753601,190,0,P.multocida,Clean
Beef 171,Beef171,Healthy,TX,Cactus,4/13/21,103,2509307.39,3.476293406,2994.286872,1,P.multocida,Clean
Beef 172,Beef172,Healthy,TX,Cactus,4/14/21,102.7,10905494.25,2.278753601,190,0,P.multocida,Clean
Beef 174,Beef174,BRD,TX,Cactus,4/13/21,104.8,12394605.87,2.278753601,190,0,P.multocida,Clean
Beef 176,Beef176,Healthy,TX,Cactus,4/13/21,101.5,18921323.21,2.278753601,190,0,P.multocida,Clean
Beef 178,Beef178,BRD,TX,Cactus,4/21/21,104.6,2466179.83,3.677689699,4760.907015,1,P.multocida,Clean
Beef 179,Beef179,Healthy,TX,Cactus,4/21/21,102.3,2661634.63,3.798004368,6280.646758,1,P.multocida,Clean
Beef 180,Beef180,BRD,TX,Cactus,4/27/21,104,12496540.18,3.548482207,3535.755352,1,P.multocida,Clean
Beef 181,Beef181,Healthy,TX,Cactus,4/27/21,103.2,5381862.25,3.484140015,3048.877779,1,P.multocida,Clean
Beef 183,Beef183,BRD,TX,Cactus,4/28/21,104,24733248.02,3.472631655,2969.146698,1,P.multocida,Clean
Beef 184,Beef184,Healthy,TX,Cactus,4/29/21,102.5,11498080.24,2.278753601,190,0,P.multocida,Clean
Beef 185,Beef185,BRD,TX,Cactus,4/29/21,104,24394525.11,4.924777395,84096.39816,1,P.multocida,Clean
Beef 186,Beef186,Healthy,TX,Cactus,4/29/21,102.9,12358166.82,4.844741985,69942.63429,1,P.multocida,Clean
Beef 187,Beef187,BRD,TX,Cactus,4/29/21,104,22771379.95,4.143255156,13907.69495,1,P.multocida,Clean
Beef 188,Beef188,Healthy,TX,Cactus,4/29/21,103,7096313.76,2.278753601,190,0,P.multocida,Clean
Beef 190,Beef190,Healthy,IN,Ault,4/7/21,101.8,224315487.3,4.6799632,47858.95373,1,P.multocida,Clean
Beef 191,Beef191,BRD,IN,Ault,4/7/21,102.7,4.41E+11,6.262885754,1831832.474,1,P.multocida,Clean
Beef 192,Beef192,BRD,IN,Ault,4/7/21,102.4,84030733827,6.466897583,2930202.154,1,P.multocida,Clean
Beef 193,Beef193,BRD,IN,Ault,4/7/21,102.9,11878623162,5.029398846,107003.7126,1,P.multocida,Clean
Beef 194,Beef194,Healthy,IN,Ault,4/7/21,103.6,1.45E+11,6.305780549,2021997.195,1,P.multocida,Clean
Beef 195,Beef195,BRD,IN,Ault,4/7/21,103.6,2.04E+11,6.261839539,1827424.905,1,P.multocida,Clean
Beef 196,Beef196,BRD,IN,Ault,4/7/21,103.8,1.85E+11,6.215806101,1643637.726,1,P.multocida,Clean
Beef 197,Beef197,Healthy,IN,Ault,4/7/21,101.8,2.36E+11,7.017206416,10404145.46,1,P.multocida,Clean
Beef 198,Beef198,Healthy,IN,Ault,4/7/21,103.4,1.26E+11,5.164360518,146002.576,1,P.multocida,Clean
Beef 199,Beef199,Healthy,IN,Ault,4/7/21,103,12449358067,6.287994902,1940863.095,1,P.multocida,Clean
Beef 2,Beef2,BRD,TX,Cactus,3/4/21,104,9430713.31,5.200211922,158566.6759,1,P.multocida,Clean
Beef 200,Beef200,Healthy,IN,Ault,4/7/21,103.3,870000508.3,6.838303734,6891340.904,1,P.multocida,Clean
Beef 201,Beef201,BRD,IN,Ault,4/7/21,102.4,2.56E+11,5.827660518,672450.8046,1,P.multocida,Clean
Beef 202,Beef202,Healthy,IN,Ault,4/7/21,103.3,1.65E+11,5.780580865,603366.0428,1,P.multocida,Clean
Beef 21,Beef21,Healthy,TX,Cactus,3/11/21,103.1,230,2.278753601,190,0,P.multocida,Clean
Beef 210,Beef210,Healthy,IN,Ault,5/19/21,102.5,2.72E+11,4.601497112,39948.19046,1,P.multocida,Clean
Beef 211,Beef211,BRD,IN,Ault,5/19/21,103.7,3138017508,5.702114776,503633.6927,1,P.multocida,Clean
Beef 212,Beef212,BRD,IN,Ault,5/19/21,105.3,84834743833,5.358956417,228536.9447,1,P.multocida,Clean
Beef 213,Beef213,Healthy,IN,Ault,5/19/21,102,10709022.7,5.781627079,604821.3026,1,P.multocida,Clean
Beef 214,Beef214,BRD,IN,Ault,5/19/21,104.3,2.09E+11,6.577796321,3782651.415,1,P.multocida,Clean
Beef 215,Beef215,BRD,IN,Ault,5/19/21,103.1,230,6.316242694,2071298.515,1,P.multocida,Clean
Beef 216,Beef216,BRD,IN,Ault,5/19/21,103,3.74E+11,5.805690013,639278.3738,1,P.multocida,Clean
Beef 217,Beef217,Healthy,IN,Ault,5/19/21,102.8,3.08E+11,6.144663514,1395286.892,1,P.multocida,Clean
Beef 218,Beef218,BRD,IN,Ault,6/8/21,106.7,2.01E+11,4.82852566,67379.17056,1,P.multocida,Clean
Beef 219,Beef219,Healthy,IN,Ault,6/8/21,104.5,2.00E+11,5.493918089,311830.1394,1,P.multocida,Clean
Beef 22,Beef22,BRD,TX,Cactus,3/10/21,104.6,230,2.278753601,190,0,P.multocida,Clean
Beef 220,Beef220,Healthy,IN,Ault,6/8/21,102.5,1985839434,5.796274082,625567.3624,1,P.multocida,Clean
Beef 221,Beef221,Healthy,IN,Ault,6/8/21,103.5,3.41E+11,6.516069665,3281479.271,1,P.multocida,Clean
Beef 222,Beef222,BRD,IN,Ault,6/8/21,103.8,2100504.78,3.743078106,5534.496362,1,P.multocida,Clean
Beef 224,Beef224,Healthy,IN,Ault,6/8/21,102.7,3.23E+11,5.946928972,884970.8622,1,P.multocida,Clean
Beef 225,Beef225,Healthy,IN,Ault,6/7/21,104.9,45429660.67,2.278753601,190,0,P.multocida,Clean
Beef 226,Beef226,Healthy,IN,Ault,6/7/21,104.1,234991182.6,4.885021244,76739.90267,1,P.multocida,Clean
Beef 227,Beef227,Healthy,IN,Ault,6/7/21,104.4,2457064.8,5.307691906,203091.5743,1,P.multocida,Clean
Beef 228,Beef228,BRD,IN,Ault,6/7/21,105,2.67E+11,6.141524871,1385239.512,1,P.multocida,Clean
Beef 229,Beef229,Healthy,IN,Ault,6/7/21,103.8,819132.59,3.925119431,8416.265573,1,P.multocida,Clean
Beef 23,Beef23,Healthy,TX,Cactus,3/8/21,102.9,230,2.278753601,190,0,P.multocida,Clean
Beef 230,Beef230,Healthy,IN,Ault,6/7/21,104.3,5636526.12,5.72042353,525319.5098,1,P.multocida,Clean
Beef 231,Beef231,BRD,IN,Ault,6/7/21,105.2,395251494.5,6.459574082,2881204.482,1,P.multocida,Clean
Beef 232,Beef232,BRD,IN,Ault,6/7/21,103.3,1769993.38,4.803416512,63594.05414,1,P.multocida,Clean
Beef 233,Beef233,Healthy,IN,Ault,6/7/21,103.8,334249620.3,4.944655471,88035.02078,1,P.multocida,Clean
Beef 24,Beef24,BRD,TX,Cactus,3/10/21,104.3,11756549.29,5.254477484,179670.7925,1,P.multocida,Clean
Beef 240,Beef240,BRD,IN,Ault,8/25/21,103.3,10452.89,4.269847112,18614.31728,1,P.multocida,Clean
Beef 241,Beef241,Healthy,IN,Ault,8/25/21,105.9,1.42E+11,5.259566039,181788.3462,1,P.multocida,Clean
Beef 242,Beef242,Healthy,IN,Ault,8/25/21,103.1,15312223131,3.315392702,2067.248579,1,P.multocida,Clean
Beef 243,Beef243,Healthy,IN,Ault,8/25/21,105.6,66591050805,4.687286702,48672.84158,1,P.multocida,Clean
Beef 244,Beef244,Healthy,IN,Ault,8/25/21,104.2,1.52E+11,6.075613356,1190181.942,1,P.multocida,Clean
Beef 245,Beef245,BRD,IN,Ault,8/25/21,105.3,1672063835,4.084667144,12152.54237,1,P.multocida,Clean
Beef 246,Beef246,Healthy,IN,Ault,9/30/21,103.3,3.26E+11,6.328797268,2132049.423,1,P.multocida,Clean
Beef 247,Beef247,Healthy,IN,Ault,9/30/21,104.2,1.12E+12,5.419636859,262806.9576,1,P.multocida,Clean
Beef 248,Beef248,BRD,IN,Ault,9/30/21,103.1,230,5.346401843,222024.9817,1,P.multocida,Clean
Beef 249,Beef249,BRD,ID,Boise Valley Feeders,10/1/21,105.4,478612514.9,3.340861966,2192.108094,1,P.multocida,Clean
Beef 25,Beef25,BRD,TX,Cactus,3/10/21,105.5,311700.24,5.196723156,157297.9839,1,P.multocida,Clean
Beef 250,Beef250,BRD,ID,Boise Valley Feeders,10/1/21,105.1,48701858.03,4.316926765,20745.63655,1,P.multocida,Clean
Beef 251,Beef251,BRD,ID,Boise Valley Feeders,10/1/21,105.3,41996583.69,2.278753601,190,0,P.multocida,Clean
Beef 252,Beef252,BRD,ID,Boise Valley Feeders,10/1/21,106.2,330367090,2.278753601,190,0,P.multocida,Clean
Beef 253,Beef253,BRD,ID,Boise Valley Feeders,10/1/21,105.7,237579456.5,3.260522378,1821.890946,1,P.multocida,Clean
Beef 254,Beef254,BRD,ID,Boise Valley Feeders,10/1/21,105.8,606200024.5,2.278753601,190,0,P.multocida,Clean
Beef 255,Beef255,BRD,ID,Boise Valley Feeders,10/1/21,104.4,41896880.35,6.40363406,2532993.413,1,P.multocida,Clean
Beef 256,Beef256,BRD,ID,Boise Valley Feeders,10/1/21,104.4,789981508.6,6.463501386,2907377.238,1,P.multocida,Clean
Beef 257,Beef257,BRD,ID,Boise Valley Feeders,10/1/21,105.2,41056771038,5.833426415,681438.1049,1,P.multocida,Clean
Beef 258,Beef258,BRD,ID,Boise Valley Feeders,10/1/21,106.9,35993675.36,3.661802353,4589.8908,1,P.multocida,Clean
Beef 259,Beef259,Healthy,ID,Boise Valley Feeders,10/6/21,,125071.16,2.278753601,190,0,P.multocida,Clean
Beef 26,Beef26,Healthy,TX,Cactus,3/10/21,102.9,18913797.17,2.278753601,190,0,P.multocida,Clean
Beef 260,Beef260,Healthy,ID,Boise Valley Feeders,10/6/21,,7060370.33,2.278753601,190,0,P.multocida,Clean
Beef 261,Beef261,Healthy,ID,Boise Valley Feeders,10/6/21,,359700.99,2.278753601,190,0,P.multocida,Clean
Beef 262,Beef262,Healthy,ID,Boise Valley Feeders,10/6/21,,19396.13,2.278753601,190,0,P.multocida,Clean
Beef 263,Beef263,Healthy,ID,Boise Valley Feeders,10/6/21,,2525738.02,2.278753601,190,0,P.multocida,Clean
Beef 266,Beef266,Healthy,ID,Boise Valley Feeders,10/6/21,,1346599.81,2.278753601,190,0,P.multocida,Clean
Beef 267,Beef267,Healthy,ID,Boise Valley Feeders,10/6/21,,246897.94,5.23667143,172453.2687,1,P.multocida,Clean
Beef 268,Beef268,Healthy,ID,Boise Valley Feeders,10/6/21,,1032926.32,2.278753601,190,0,P.multocida,Clean
Beef 269,Beef269,BRD,ID,Boise Valley Feeders,10/6/21,107.7,33169.27,2.278753601,190,0,P.multocida,Clean
Beef 27,Beef27,BRD,TX,Cactus,3/11/21,105.3,611101263.8,6.144797873,1395718.623,1,P.multocida,Clean
Beef 270,Beef270,BRD,ID,Boise Valley Feeders,10/6/21,106.4,67643.56,2.278753601,190,0,P.multocida,Clean
Beef 271,Beef271,BRD,ID,Boise Valley Feeders,10/6/21,104.1,1262093.9,5.69588335,496458.9565,1,P.multocida,Clean
Beef 272,Beef272,BRD,ID,Boise Valley Feeders,10/6/21,105.3,1144214.74,2.278753601,190,0,P.multocida,Clean
Beef 273,Beef273,BRD,ID,Boise Valley Feeders,10/6/21,105.1,107554.27,2.278753601,190,0,P.multocida,Clean
Beef 274,Beef274,BRD,ID,Boise Valley Feeders,10/6/21,106.4,35968.16,5.139593846,137909.3928,1,P.multocida,Clean
Beef 275,Beef275,BRD,ID,Boise Valley Feeders,10/6/21,105.5,651123.28,2.278753601,190,0,P.multocida,Clean
Beef 276,Beef276,BRD,ID,Boise Valley Feeders,10/6/21,104.3,4735852.42,2.278753601,190,0,P.multocida,Clean
Beef 277,Beef277,BRD,ID,Boise Valley Feeders,10/6/21,104.2,91406.23,2.278753601,190,0,P.multocida,Clean
Beef 278,Beef278,BRD,ID,Boise Valley Feeders,10/6/21,107.2,19276.38,3.349162182,2234.40648,1,P.multocida,Clean
Beef 279,Beef279,BRD,ID,Boise Valley Feeders,10/6/21,105.5,1187672.55,2.278753601,190,0,P.multocida,Clean
Beef 28,Beef28,BRD,TX,Cactus,3/8/21,105.4,62313906.88,4.952065103,89549.89961,1,P.multocida,Clean
Beef 280,Beef280,BRD,ID,Boise Valley Feeders,10/6/21,105,10492693.55,2.278753601,190,0,P.multocida,Clean
Beef 281,Beef281,BRD,ID,Boise Valley Feeders,10/6/21,106.1,1453456.11,2.278753601,190,0,P.multocida,Clean
Beef 282,Beef282,BRD,ID,Boise Valley Feeders,10/6/21,106.3,764386.67,2.278753601,190,0,P.multocida,Clean
Beef 283,Beef283,BRD,ID,Boise Valley Feeders,10/6/21,106.3,120157.29,2.278753601,190,0,P.multocida,Clean
Beef 284,Beef284,BRD,ID,Boise Valley Feeders,10/6/21,104.5,236680.54,5.053862803,113204.2684,1,P.multocida,Clean
Beef 285,Beef285,BRD,ID,Boise Valley Feeders,10/6/21,106.1,776204.21,5.45890684,287678.1256,1,P.multocida,Clean
Beef 286,Beef286,Healthy,ID,Boise Valley Feeders,10/6/21,,54975.3,2.278753601,190,0,P.multocida,Clean
Beef 287,Beef287,Healthy,ID,Boise Valley Feeders,10/6/21,,859546.66,4.311623347,20493.84026,1,P.multocida,Clean
Beef 288,Beef288,Healthy,ID,Boise Valley Feeders,10/6/21,,1658893.5,4.277276091,18935.47007,1,P.multocida,Clean
Beef 289,Beef289,Healthy,ID,Boise Valley Feeders,10/6/21,,501381.5,2.278753601,190,0,P.multocida,Clean
Beef 29,Beef29,BRD,TX,Cactus,3/10/21,106,29668554.21,5.376129526,237754.9273,1,P.multocida,Clean
Beef 290,Beef290,Healthy,ID,Boise Valley Feeders,10/6/21,,591911.72,4.259122531,18160.27963,1,P.multocida,Clean
Beef 291,Beef291,Healthy,ID,Boise Valley Feeders,10/6/21,,36965275.12,4.147144128,14032.7933,1,P.multocida,Clean
Beef 292,Beef292,Healthy,ID,Boise Valley Feeders,10/6/21,,2157904716,6.504212944,3193103.122,1,P.multocida,Clean
Beef 293,Beef293,Healthy,ID,Boise Valley Feeders,10/6/21,,1.49E+12,4.560805626,36375.21976,1,P.multocida,Clean
Beef 296,Beef296,Healthy,ID,Boise Valley Feeders,10/6/21,,409805891.4,4.032541696,10778.08727,1,P.multocida,Clean
Beef 297,Beef297,Healthy,ID,Boise Valley Feeders,10/6/21,,2.25E+11,3.449382773,2814.380243,1,P.multocida,Clean
Beef 299,Beef299,Healthy,ID,Boise Valley Feeders,10/6/21,,9491543.77,3.6200387,4169.06532,1,P.multocida,Clean
Beef 3,Beef3,BRD,TX,Cactus,3/4/21,104,39652681.56,5.005152413,101193.4524,1,P.multocida,Clean
Beef 30,Beef30,Healthy,TX,Cactus,3/8/21,102.1,34809890.43,2.278753601,190,0,P.multocida,Clean
Beef 300,Beef300,Healthy,ID,Boise Valley Feeders,10/6/21,,18978796.91,6.569090821,3707582.479,1,P.multocida,Clean
Beef 301,Beef301,Healthy,ID,Boise Valley Feeders,10/6/21,,26054702.52,3.577896272,3783.522074,1,P.multocida,Clean
Beef 303,Beef303,BRD,ID,Boise Valley Feeders,10/8/21,,1808103.58,4.441127908,27613.9102,1,P.multocida,Clean
Beef 305,Beef305,BRD,ID,Boise Valley Feeders,10/8/21,,808664.24,3.390123964,2455.40968,1,P.multocida,Clean
Beef 306,Beef306,BRD,ID,Boise Valley Feeders,10/8/21,,713552.86,5.330938686,214258.8087,1,P.multocida,Clean
Beef 307,Beef307,BRD,ID,Boise Valley Feeders,10/8/21,,185280014.9,3.664577244,4619.31144,1,P.multocida,Clean
Beef 308,Beef308,Healthy,ID,Boise Valley Feeders,10/8/21,,10250932.28,5.984149525,964160.9212,1,P.multocida,Clean
Beef 309,Beef309,Healthy,ID,Boise Valley Feeders,10/8/21,,27756166.91,2.278753601,190,0,P.multocida,Clean
Beef 31,Beef31,BRD,TX,Cactus,3/8/21,105.8,187156661.7,5.003575047,100826.5824,1,P.multocida,Clean
Beef 312,Beef312,Healthy,ID,Boise Valley Feeders,10/8/21,,32578478.91,4.955895514,90343.20935,1,P.multocida,Clean
Beef 313,Beef313,BRD,CO,Five Rivers,10/19/21,104.2,119867240.6,5.630865528,427430.5194,1,P.multocida,Clean
Beef 315,Beef315,BRD,CO,Five Rivers,10/19/21,103.5,880415983.8,5.798481247,628754.7035,1,P.multocida,Clean
Beef 316,Beef316,BRD,CO,Five Rivers,10/19/21,102.8,714394008.8,3.649955911,4466.382475,1,P.multocida,Clean
Beef 317,Beef317,BRD,CO,Five Rivers,10/19/21,105.5,380528608.9,3.884346065,7662.06912,1,P.multocida,Clean
Beef 318,Beef318,BRD,CO,Five Rivers,10/19/21,105.1,473965450.1,3.258838987,1814.842691,1,P.multocida,Clean
Beef 319,Beef319,BRD,CO,Five Rivers,10/19/21,106.4,119068043,3.896888365,7886.573682,1,P.multocida,Clean
Beef 32,Beef32,BRD,TX,Cactus,3/8/21,104.5,272845652.5,4.46752024,29344.06254,1,P.multocida,Clean
Beef 320,Beef320,BRD,CO,Five Rivers,10/19/21,103.8,200547945.5,5.780547987,603320.368,1,P.multocida,Clean
Beef 321,Beef321,Healthy,CO,Five Rivers,10/19/21,103.5,118679208.2,3.39964715,2509.846432,1,P.multocida,Clean
Beef 322,Beef322,Healthy,CO,Five Rivers,10/19/21,102.4,1935973167,4.612103544,40935.82472,1,P.multocida,Clean
Beef 323,Beef323,Healthy,CO,Five Rivers,10/19/21,103.5,793768628.7,4.081227156,12056.66395,1,P.multocida,Clean
Beef 325,Beef325,Healthy,CO,Five Rivers,10/19/21,103.5,294940491.2,3.711164796,5142.387456,1,P.multocida,Clean
Beef 326,Beef326,Healthy,CO,Five Rivers,10/19/21,103.5,1111345050,3.307011151,2027.734785,1,P.multocida,Clean
Beef 327,Beef327,Healthy,CO,Five Rivers,10/19/21,102.2,500669614.6,4.336746183,21714.31746,1,P.multocida,Clean
Beef 328,Beef328,Healthy,CO,Five Rivers,10/19/21,103.5,902714222.8,4.304507335,20160.78022,1,P.multocida,Clean
Beef 329,Beef329,Healthy,CO,Five Rivers,10/19/21,103.5,168957475.1,5.338816323,218180.6961,1,P.multocida,Clean
Beef 33,Beef33,BRD,TX,Cactus,3/8/21,106,309018610.3,3.253962264,1794.577687,1,P.multocida,Clean
Beef 330,Beef330,Healthy,CO,Five Rivers,10/19/21,103.5,250606430.3,7.076497025,11926060.95,1,P.multocida,Clean
Beef 331,Beef331,Healthy,CO,Five Rivers,10/19/21,103.5,2427860563,4.341663104,21961.55587,1,P.multocida,Clean
Beef 332,Beef332,Healthy,CO,Five Rivers,10/19/21,103.5,235275890.7,4.337236522,21738.8478,1,P.multocida,Clean
Beef 333,Beef333,Healthy,CO,Five Rivers,10/19/21,103.5,212305045.2,3.670340838,4681.023678,1,P.multocida,Clean
Beef 334,Beef334,Healthy,CO,Five Rivers,10/19/21,103.1,750205322.3,2.278753601,190,0,P.multocida,Clean
Beef 335,Beef335,Healthy,IN,Ault,10/21/21,103.3,29222866.42,3.132174189,1355.733067,1,P.multocida,Clean
Beef 336,Beef336,Healthy,IN,Ault,10/21/21,103.3,19221360.3,6.331837269,2147025.829,1,P.multocida,Clean
Beef 337,Beef337,Healthy,IN,Ault,10/21/21,102.9,55510661.59,4.819092202,65931.38541,1,P.multocida,Clean
Beef 338,Beef338,Healthy,IN,Ault,10/21/21,103.1,15972845.71,5.255168459,179956.8817,1,P.multocida,Clean
Beef 339,Beef339,BRD,IN,Ault,10/21/21,105.6,57723880.59,5.52417427,334329.1695,1,P.multocida,Clean
Beef 34,Beef34,Healthy,TX,Cactus,3/8/21,101.8,37134877.22,4.181803948,15198.61269,1,P.multocida,Clean
Beef 340,Beef340,BRD,IN,Ault,10/21/21,104.6,43146323.09,5.809321008,644645.5784,1,P.multocida,Clean
Beef 341,Beef341,BRD,IN,Ault,10/21/21,103.1,673175858.5,6.862269768,7282320.154,1,P.multocida,Clean
Beef 342 ,Beef342,BRD,IN,Ault,10/21/21,105.2,38568526358,7.505214641,32004764.86,1,P.multocida,Clean
Beef 344,Beef344,Healthy,ID,Boise Valley Feeders,10/29/21,,16243966.82,3.542712103,3489.089448,1,P.multocida,Clean
Beef 345,Beef345,Healthy,ID,Boise Valley Feeders,10/29/21,,90670622.53,6.770211109,5891299.598,1,P.multocida,Clean
Beef 347,Beef347,Healthy,ID,Boise Valley Feeders,10/29/21,,65828493.93,3.476985807,2999.064508,1,P.multocida,Clean
Beef 348,Beef348,Healthy,ID,Boise Valley Feeders,10/29/21,,178697060,3.079189495,1200.022794,1,P.multocida,Clean
Beef 349,Beef349,Healthy,ID,Boise Valley Feeders,10/29/21,,200777902.1,5.2496244,177674.2129,1,P.multocida,Clean
Beef 35,Beef35,Healthy,TX,Cactus,3/11/21,102.4,607456289.4,5.392346563,246800.8002,1,P.multocida,Clean
Beef 350,Beef350,Healthy,ID,Boise Valley Feeders,10/29/21,,73123616.82,4.621347959,41816.52687,1,P.multocida,Clean
Beef 351,Beef351,Healthy,ID,Boise Valley Feeders,10/29/21,,6565101.66,5.325842854,211759.4763,1,P.multocida,Clean
Beef 352,Beef352,Healthy,ID,Boise Valley Feeders,10/29/21,,8133734.98,4.699977192,50116.09131,1,P.multocida,Clean
Beef 353,Beef353,BRD,ID,Boise Valley Feeders,10/29/21,104,422833.96,4.431529718,27010.31927,1,P.multocida,Clean
Beef 354,Beef354,BRD,ID,Boise Valley Feeders,10/29/21,105.5,1151721.89,4.838968411,69018.95999,1,P.multocida,Clean
Beef 355,Beef355,BRD,ID,Boise Valley Feeders,10/29/21,104.5,233065.18,4.370573934,23473.28838,1,P.multocida,Clean
Beef 356,Beef356,BRD,ID,Boise Valley Feeders,10/29/21,104,1158223.94,3.29967681,1993.778048,1,P.multocida,Clean
Beef 357,Beef357,BRD,ID,Boise Valley Feeders,10/29/21,104.7,690898.55,4.410546379,25736.31593,1,P.multocida,Clean
Beef 358,Beef358,BRD,ID,Boise Valley Feeders,10/29/21,105.1,628398.47,2.278753601,190,0,P.multocida,Clean
Beef 359,Beef359,BRD,ID,Boise Valley Feeders,10/29/21,104.9,782182.73,2.278753601,190,0,P.multocida,Clean
Beef 36,Beef36,BRD,TX,Cactus,3/8/21,105.3,81164802.61,4.894675699,78464.94939,1,P.multocida,Clean
